source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.9,12.6,215.0,SW
HARM-DK 2 km,2.8,9.9,316.0,NW
ICON 2.2 km,2.5,0.0,170.0,S
ICON-CH 1 km,4.9,9.2,231.0,SW
UKV 2 km,2.3,8.7,294.0,WNW
