source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,8.7,28.4,317.0,NW
HARM-DK 2 km,12.6,23.5,43.0,NO
ICON 2.2 km,5.6,0.0,339.0,NNW
ICON-CH 1 km,5.0,10.5,345.0,NNW
UKV 2 km,6.1,11.7,28.0,NNO
