source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,7.5,17.0,64.0,ONO
HARM-DK 2 km,9.3,16.1,19.0,NNO
ICON 2.2 km,7.2,0.0,36.0,NO
ICON-CH 1 km,4.3,7.9,48.0,NO
UKV 2 km,6.1,12.5,48.0,NO
