source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.5,9.8,250.0,WSW
HARM-DK 2 km,6.7,15.8,330.0,NNW
ICON 2.2 km,4.3,0.0,325.0,NW
ICON-CH 1 km,3.5,8.0,226.0,SW
UKV 2 km,6.6,15.5,308.0,NW
