source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.1,5.8,30.0,NNO
HARM-DK 2 km,3.7,7.9,52.0,NO
ICON 2.2 km,2.4,0.0,61.0,ONO
ICON-CH 1 km,2.0,4.5,67.0,ONO
UKV 2 km,4.6,9.9,54.0,NO
