source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.0,3.9,334.0,NNW
HARM-DK 2 km,2.1,5.2,292.0,WNW
ICON 2.2 km,0.8,0.0,216.0,SW
ICON-CH 1 km,1.1,2.5,152.0,SSO
UKV 2 km,2.6,4.2,241.0,WSW
