source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.8,16.7,224.0,SW
HARM-DK 2 km,7.7,17.5,306.0,NW
ICON 2.2 km,4.4,0.0,202.0,SSW
ICON-CH 1 km,3.9,8.4,223.0,SW
UKV 2 km,0.9,6.7,213.0,SSW
