source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.2,7.0,2.0,N
HARM-DK 2 km,7.0,15.0,306.0,NW
ICON 2.2 km,2.9,0.0,202.0,SSW
ICON-CH 1 km,1.0,5.2,176.0,S
UKV 2 km,1.7,9.5,156.0,SSO
