source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.5,6.9,85.0,O
HARM-DK 2 km,3.0,4.2,358.0,N
ICON 2.2 km,3.1,0.0,339.0,NNW
ICON-CH 1 km,3.2,6.9,230.0,SW
UKV 2 km,3.1,5.6,88.0,O
