source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.0,8.3,247.0,WSW
HARM-DK 2 km,2.3,3.2,296.0,WNW
ICON 2.2 km,3.7,0.0,320.0,NW
ICON-CH 1 km,1.9,4.0,272.0,W
UKV 2 km,1.9,3.7,273.0,W
