source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.8,16.7,224.0,SW
HARM-DK 2 km,5.5,9.2,3.0,N
ICON 2.2 km,9.0,0.0,338.0,NNW
ICON-CH 1 km,10.5,19.3,337.0,NNW
UKV 2 km,6.7,13.2,360.0,N
