source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.7,3.4,346.0,NNW
HARM-DK 2 km,1.0,4.5,155.0,SSO
ICON 2.2 km,1.3,0.0,160.0,SSO
ICON-CH 1 km,1.0,2.9,172.0,S
UKV 2 km,0.9,3.8,258.0,WSW
