source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.4,6.0,263.0,W
HARM-DK 2 km,5.5,8.0,307.0,NW
ICON 2.2 km,3.3,0.0,269.0,W
ICON-CH 1 km,5.3,10.3,267.0,W
UKV 2 km,4.6,7.8,263.0,W
