source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.3,15.0,259.0,W
HARM-DK 2 km,4.8,13.1,306.0,NW
ICON 2.2 km,5.7,0.0,286.0,WNW
ICON-CH 1 km,5.8,11.3,254.0,WSW
UKV 2 km,8.0,17.4,289.0,WNW
