source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.5,6.6,220.0,SW
HARM-DK 2 km,13.9,25.4,4.0,N
ICON 2.2 km,5.6,0.0,169.0,S
ICON-CH 1 km,6.6,12.6,188.0,S
UKV 2 km,2.4,8.5,41.0,NO
