source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.0,4.0,30.0,NNO
HARM-DK 2 km,4.4,7.4,353.0,N
ICON 2.2 km,3.2,0.0,351.0,N
ICON-CH 1 km,2.0,4.6,50.0,NO
UKV 2 km,3.6,6.7,54.0,NO
