source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,4.3,9.6,359.0,N
HARM-DK 2 km,5.3,8.9,351.0,N
ICON 2.2 km,4.0,0.0,341.0,NNW
ICON-CH 1 km,3.1,7.2,334.0,NNW
UKV 2 km,4.0,8.0,43.0,NO
