source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,4.8,13.0,20.0,NNO
HARM-DK 2 km,7.6,14.3,19.0,NNO
ICON 2.2 km,4.1,0.0,8.0,N
ICON-CH 1 km,4.9,9.1,353.0,N
UKV 2 km,6.3,12.1,11.0,N
