source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.6,13.3,34.0,NO
HARM-DK 2 km,7.4,13.9,345.0,NNW
ICON 2.2 km,4.1,0.0,344.0,NNW
ICON-CH 1 km,4.9,9.3,341.0,NNW
UKV 2 km,4.3,8.5,23.0,NNO
