source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.6,12.3,210.0,SSW
HARM-DK 2 km,4.7,10.1,251.0,WSW
ICON 2.2 km,5.5,0.0,264.0,W
ICON-CH 1 km,4.6,8.8,247.0,WSW
UKV 2 km,5.4,10.2,254.0,WSW
