source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.1,12.4,30.0,NNO
HARM-DK 2 km,8.1,16.9,359.0,N
ICON 2.2 km,6.1,0.0,343.0,NNW
ICON-CH 1 km,4.0,8.5,7.0,N
UKV 2 km,4.6,8.3,25.0,NNO
