source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,4.2,9.7,332.0,NNW
HARM-DK 2 km,4.2,6.6,61.0,ONO
ICON 2.2 km,3.4,0.0,336.0,NNW
ICON-CH 1 km,1.1,4.9,301.0,WNW
UKV 2 km,3.1,5.6,55.0,NO
