source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.6,12.8,211.0,SSW
HARM-DK 2 km,4.5,11.0,223.0,SW
ICON 2.2 km,5.5,0.0,204.0,SSW
ICON-CH 1 km,6.4,13.0,212.0,SSW
UKV 2 km,3.8,11.8,227.0,SW
