source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.4,4.4,245.0,WSW
HARM-DK 2 km,2.2,3.5,358.0,N
ICON 2.2 km,1.6,0.0,240.0,WSW
ICON-CH 1 km,1.2,2.2,219.0,SW
UKV 2 km,2.2,4.8,248.0,WSW
