source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.6,4.2,30.0,NNO
HARM-DK 2 km,2.7,5.9,172.0,S
ICON 2.2 km,1.9,0.0,156.0,SSO
ICON-CH 1 km,3.4,6.8,166.0,SSO
UKV 2 km,1.6,4.6,242.0,WSW
