source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.0,8.2,221.0,SW
HARM-DK 2 km,1.7,3.1,192.0,SSW
ICON 2.2 km,2.5,0.0,285.0,WNW
ICON-CH 1 km,1.3,2.0,240.0,WSW
UKV 2 km,2.4,4.2,218.0,SW
