source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.6,6.1,202.0,SSW
HARM-DK 2 km,3.8,11.1,221.0,SW
ICON 2.2 km,2.8,0.0,202.0,SSW
ICON-CH 1 km,1.5,5.2,225.0,SW
UKV 2 km,1.3,8.7,169.0,S
