source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.2,10.1,211.0,SSW
HARM-DK 2 km,3.4,5.7,253.0,WSW
ICON 2.2 km,3.9,0.0,217.0,SW
ICON-CH 1 km,3.8,7.1,213.0,SSW
UKV 2 km,4.4,8.4,253.0,WSW
