source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.7,8.5,292.0,WNW
HARM-DK 2 km,8.0,14.5,329.0,NNW
ICON 2.2 km,4.5,0.0,341.0,NNW
ICON-CH 1 km,2.8,6.9,331.0,NNW
UKV 2 km,2.9,5.5,46.0,NO
