source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.4,6.5,208.0,SSW
HARM-DK 2 km,5.6,14.6,241.0,WSW
ICON 2.2 km,4.6,0.0,210.0,SSW
ICON-CH 1 km,3.6,8.3,217.0,SW
UKV 2 km,2.1,9.6,213.0,SSW
