source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.9,2.5,348.0,NNW
HARM-DK 2 km,1.8,3.3,311.0,NW
ICON 2.2 km,0.5,0.0,195.0,SSW
ICON-CH 1 km,1.6,3.8,151.0,SSO
UKV 2 km,4.5,8.7,345.0,NNW
