source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.9,8.7,83.0,O
HARM-DK 2 km,3.4,11.7,31.0,NNO
ICON 2.2 km,6.6,0.0,110.0,OSO
ICON-CH 1 km,6.2,12.2,123.0,OSO
UKV 2 km,3.2,11.5,56.0,NO
