source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.1,4.9,200.0,SSW
HARM-DK 2 km,1.7,9.5,56.0,NO
ICON 2.2 km,4.2,0.0,160.0,SSO
ICON-CH 1 km,2.8,7.0,167.0,SSO
UKV 2 km,2.1,10.0,103.0,OSO
