source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.1,9.1,188.0,S
HARM-DK 2 km,4.8,9.7,226.0,SW
ICON 2.2 km,2.3,0.0,190.0,S
ICON-CH 1 km,4.8,9.9,215.0,SW
UKV 2 km,2.0,7.4,241.0,WSW
