source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.4,5.9,218.0,SW
HARM-DK 2 km,5.5,13.3,15.0,NNO
ICON 2.2 km,3.4,0.0,106.0,OSO
ICON-CH 1 km,4.9,9.7,23.0,NNO
UKV 2 km,3.5,11.2,32.0,NNO
