source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.8,3.1,5.0,N
HARM-DK 2 km,3.7,7.6,4.0,N
ICON 2.2 km,1.9,0.0,81.0,O
ICON-CH 1 km,0.9,2.8,89.0,O
UKV 2 km,2.3,5.4,65.0,ONO
