source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.6,4.6,295.0,WNW
HARM-DK 2 km,1.3,4.6,30.0,NNO
ICON 2.2 km,2.5,0.0,156.0,SSO
ICON-CH 1 km,1.0,3.1,173.0,S
UKV 2 km,3.4,7.2,210.0,SSW
