source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.3,14.7,219.0,SW
HARM-DK 2 km,3.8,11.0,257.0,WSW
ICON 2.2 km,6.7,0.0,225.0,SW
ICON-CH 1 km,7.7,14.7,208.0,SSW
UKV 2 km,2.7,6.2,232.0,SW
