source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.4,6.8,221.0,SW
HARM-DK 2 km,1.3,8.3,204.0,SSW
ICON 2.2 km,2.9,0.0,199.0,SSW
ICON-CH 1 km,3.1,7.0,238.0,WSW
UKV 2 km,2.1,8.2,220.0,SW
