source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.7,6.4,62.0,ONO
HARM-DK 2 km,6.7,13.5,349.0,N
ICON 2.2 km,3.7,0.0,345.0,NNW
ICON-CH 1 km,1.2,4.2,20.0,NNO
UKV 2 km,2.3,4.3,4.0,N
