source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,5.4,10.1,224.0,SW
HARM-DK 2 km,8.6,16.1,229.0,SW
ICON 2.2 km,8.2,0.0,216.0,SW
ICON-CH 1 km,6.1,11.3,204.0,SSW
UKV 2 km,7.4,14.2,236.0,SW
