source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.4,11.3,347.0,NNW
HARM-DK 2 km,6.1,10.3,324.0,NW
ICON 2.2 km,4.2,0.0,332.0,NNW
ICON-CH 1 km,1.3,6.0,300.0,WNW
UKV 2 km,3.6,6.3,7.0,N
