source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.5,3.8,327.0,NNW
HARM-DK 2 km,3.7,5.0,315.0,NW
ICON 2.2 km,4.3,0.0,325.0,NW
ICON-CH 1 km,3.4,6.3,303.0,WNW
UKV 2 km,3.6,6.5,26.0,NNO
