source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.2,7.0,2.0,N
HARM-DK 2 km,7.3,16.3,220.0,SW
ICON 2.2 km,2.6,0.0,195.0,SSW
ICON-CH 1 km,3.0,7.1,227.0,SW
UKV 2 km,2.1,6.6,224.0,SW
