source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.8,13.3,319.0,NW
HARM-DK 2 km,5.1,10.8,337.0,NNW
ICON 2.2 km,5.3,0.0,336.0,NNW
ICON-CH 1 km,7.2,13.4,332.0,NNW
UKV 2 km,5.5,11.1,315.0,NW
