source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.2,8.9,242.0,WSW
HARM-DK 2 km,1.0,2.8,315.0,NW
ICON 2.2 km,1.4,0.0,288.0,WNW
ICON-CH 1 km,1.4,3.3,250.0,WSW
UKV 2 km,3.1,5.8,311.0,NW
