source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.1,13.4,67.0,ONO
HARM-DK 2 km,5.9,15.3,56.0,NO
ICON 2.2 km,9.5,0.0,85.0,O
ICON-CH 1 km,9.0,17.3,85.0,O
UKV 2 km,7.7,18.2,65.0,ONO
