source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.2,22.7,301.0,WNW
HARM-DK 2 km,4.5,11.5,298.0,WNW
ICON 2.2 km,3.9,0.0,217.0,SW
ICON-CH 1 km,6.2,11.9,201.0,SSW
UKV 2 km,4.1,11.5,269.0,W
