source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.3,7.7,279.0,W
HARM-DK 2 km,1.1,2.6,115.0,OSO
ICON 2.2 km,0.8,0.0,143.0,SO
ICON-CH 1 km,2.7,5.3,65.0,ONO
UKV 2 km,1.9,4.0,167.0,SSO
