source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.8,4.4,216.0,SW
HARM-DK 2 km,5.6,10.3,343.0,NNW
ICON 2.2 km,4.2,0.0,341.0,NNW
ICON-CH 1 km,1.6,2.7,43.0,NO
UKV 2 km,5.3,10.1,344.0,NNW
