source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.7,4.6,217.0,SW
HARM-DK 2 km,5.0,11.9,205.0,SSW
ICON 2.2 km,2.2,0.0,185.0,S
ICON-CH 1 km,1.8,5.6,208.0,SSW
UKV 2 km,2.3,7.0,230.0,SW
