source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.8,16.7,224.0,SW
HARM-DK 2 km,2.3,5.2,123.0,OSO
ICON 2.2 km,1.8,0.0,247.0,WSW
ICON-CH 1 km,3.0,6.2,215.0,SW
UKV 2 km,3.5,7.2,239.0,WSW
