source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.3,7.1,207.0,SSW
HARM-DK 2 km,7.2,16.1,218.0,SW
ICON 2.2 km,6.8,0.0,205.0,SSW
ICON-CH 1 km,8.4,16.3,215.0,SW
UKV 2 km,2.7,6.2,232.0,SW
