source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.2,6.8,82.0,O
HARM-DK 2 km,4.8,11.7,69.0,ONO
ICON 2.2 km,5.7,0.0,89.0,O
ICON-CH 1 km,4.8,9.8,64.0,ONO
UKV 2 km,6.6,14.4,62.0,ONO
