source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.4,2.5,281.0,W
HARM-DK 2 km,1.4,4.3,88.0,O
ICON 2.2 km,1.8,0.0,185.0,S
ICON-CH 1 km,0.4,1.9,139.0,SO
UKV 2 km,2.2,5.3,145.0,SO
