source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.5,10.4,233.0,SW
HARM-DK 2 km,5.6,13.0,240.0,WSW
ICON 2.2 km,5.3,0.0,273.0,W
ICON-CH 1 km,4.6,8.9,215.0,SW
UKV 2 km,6.6,13.7,270.0,W
