source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.2,27.0,259.0,W
HARM-DK 2 km,5.0,10.7,217.0,SW
ICON 2.2 km,9.8,0.0,221.0,SW
ICON-CH 1 km,2.5,5.8,230.0,SW
UKV 2 km,8.2,16.0,146.0,SO
