source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.6,7.4,212.0,SSW
HARM-DK 2 km,2.4,9.0,242.0,WSW
ICON 2.2 km,5.0,0.0,209.0,SSW
ICON-CH 1 km,4.1,8.6,232.0,SW
UKV 2 km,2.4,9.2,214.0,SW
