source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.2,11.7,206.0,SSW
HARM-DK 2 km,4.0,5.1,317.0,NW
ICON 2.2 km,2.2,0.0,345.0,NNW
ICON-CH 1 km,1.8,4.3,309.0,NW
UKV 2 km,3.3,6.2,294.0,WNW
