source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.9,8.0,2.0,N
HARM-DK 2 km,3.4,4.4,64.0,ONO
ICON 2.2 km,2.7,0.0,343.0,NNW
ICON-CH 1 km,1.0,1.8,71.0,ONO
UKV 2 km,4.6,8.0,69.0,ONO
