source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.3,10.2,38.0,NO
HARM-DK 2 km,8.5,15.0,42.0,NO
ICON 2.2 km,4.1,0.0,351.0,N
ICON-CH 1 km,0.7,2.7,46.0,NO
UKV 2 km,3.7,7.0,30.0,NNO
