source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.5,6.1,68.0,ONO
HARM-DK 2 km,2.8,8.9,87.0,O
ICON 2.2 km,3.0,0.0,114.0,OSO
ICON-CH 1 km,3.0,7.2,89.0,O
UKV 2 km,4.2,10.4,55.0,NO
