source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,3.1,6.6,219.0,SW
HARM-DK 2 km,5.5,13.2,236.0,SW
ICON 2.2 km,3.7,0.0,175.0,S
ICON-CH 1 km,3.3,8.0,202.0,SSW
UKV 2 km,2.0,9.4,198.0,SSW
