source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.3,4.4,116.0,OSO
HARM-DK 2 km,2.9,6.9,8.0,N
ICON 2.2 km,2.3,0.0,28.0,NNO
ICON-CH 1 km,0.3,2.5,135.0,SO
UKV 2 km,2.5,5.6,333.0,NNW
